"Annee","DEPARTEMENT","Nb_vente","NbMaisons","NbApparts","PrixMoyen","Prixm2Moyen","SurfaceMoy","faits","POP","txpourmille"
2015,"56",8769,6640,2129,146128.079112903,1591.87294395161,94.5412156048387,NA,744696,NA
2015,"58",2254,1991,263,85164.1777695167,961.258691449814,91.3558030483271,NA,207373,NA
2015,"59",26970,21045,5925,154448.556415094,1528.45780487421,103.058600801887,NA,2597404,NA
2015,"60",8166,6445,1721,168996.693291339,1820.67806031496,98.0201958267717,NA,812132,NA
2015,"61",2659,2409,250,117833.010269461,1284.83284131737,94.7391497305389,NA,279678,NA
2015,"62",13243,11535,1708,137810.000418204,1381.49028154982,102.930265891759,NA,1457399,NA
2015,"63",7031,4433,2598,118033.223738532,1262.72782889908,95.371342087156,NA,639573,NA
2015,"64",8075,3391,4684,166137.210654628,1549.94752776524,111.996435327314,NA,650502,NA
2015,"65",2681,1563,1118,135527.539329073,1398.15971086262,104.527472907348,NA,212575,NA
2015,"66",7033,4026,3007,140057.2951,1737.2948435,81.99425745,NA,465332,NA
2015,"69",19808,5669,14139,220752.311022727,2194.94637992424,102.993093863636,NA,1816489,NA
2015,"70",1515,1282,233,115848.594539007,1126.8300677305,106.532392801418,NA,174773,NA
2015,"71",5101,4006,1095,125813.6235,1278.73051423077,100.092027134615,NA,547215,NA
2015,"72",5821,4799,1022,113583.131153846,1215.48396331361,95.8450149408284,NA,564680,NA
2015,"73",6312,1990,4322,182960.436007605,2261.50178326996,86.894293269962,NA,425907,NA
2015,"74",10340,3346,6994,282577.366410256,3166.25342490842,92.9381311355311,NA,790058,NA
2015,"75",29553,121,29432,436988.9,8042.958,53.67739,NA,0,NA
2015,"76",12831,8865,3966,151677.890779817,1615.13649189602,98.0687799541284,NA,1245004,NA
2015,"77",15217,9804,5413,203311.295818182,2189.21437717172,100.651997414141,NA,1387877,NA
2015,"78",14432,6649,7783,294992.948192771,2943.3754497992,105.041554176707,NA,1412936,NA
2015,"79",3636,3353,283,104797.595220884,1001.27415742972,106.014663373494,NA,373380,NA
2015,"80",5500,4674,826,124657.180385233,1354.11507720706,95.5428949277689,NA,545767,NA
2015,"81",3609,3060,549,152890.214154412,1409.69885955882,110.031275625,NA,380331,NA
2015,"82",2573,2113,460,148078.072,1402.27568857143,109.765544571429,NA,252638,NA
2015,"83",14733,6315,8418,253891.812465753,2994.11276712329,86.6634193835616,NA,1042233,NA
2015,"84",5400,3470,1930,275863.030344828,2615.66843448276,103.579721034483,NA,556981,NA
2015,"85",8463,7065,1398,129985.361912351,1401.39840557769,97.7329877290837,NA,663398,NA
2015,"86",4261,3434,827,111122.178527132,1111.69945426357,102.820117054264,NA,433298,NA
2015,"87",3899,2850,1049,103199.739635417,1105.82769114583,95.36842796875,NA,374176,NA
2015,"88",3234,2379,855,104326.664850136,1016.44412888283,107.038426348774,NA,352349,NA
2015,"89",3660,3171,489,110249.19638961,1192.2971561039,95.8909392987013,NA,336054,NA
2015,"90",1202,611,591,164608.814823529,1517.17614941176,108.77883,NA,140811,NA
2015,"91",12620,6936,5684,243968.682352941,2722.77341176471,95.865311657754,NA,1271770,NA
2015,"92",18025,2347,15678,376201.258333333,5328.06061111111,69.7756230555556,NA,1601569,NA
2015,"93",11555,4008,7547,206655.955,3274.437475,66.27552775,NA,1592663,NA
2015,"94",13784,3549,10235,269752.34893617,3931.62110638298,72.239019787234,NA,1372389,NA
2015,"95",11950,6506,5444,240129.210982659,2756.61505780347,93.3130532369942,NA,1214241,NA
2016,"01",6593,4508,2085,185269.696728012,1817.41483720683,104.206524489416,18628,638425,29.1780553706387
2016,"02",4780,4355,425,114444.148810325,1168.7469907851,102.083124580143,18200,536136,33.9466105614993
2016,"03",3809,2954,855,97565.9317022054,1033.87716134187,94.9114803114583,10407,339384,30.6643801711336
2016,"04",1927,1096,831,154222.971044356,1875.49121696262,82.8998845408635,6684,162565,41.1158613477686
2016,"05",2350,770,1580,147241.401580831,1986.14128922683,77.9101904140138,5448,141107,38.6089988448482
2016,"06",20600,3373,17227,238246.389692056,3001.40718698109,77.5231091873535,65039,1083704,60.0154654776581
2016,"07",3111,2368,743,145941.702700125,1686.69126045904,90.3520540547092,9077,325157,27.9157453168777
2016,"08",1734,1388,346,122201.534291384,1203.68209722901,105.011689427139,9093,275371,33.0209063409001
2016,"09",1838,1584,254,116452.791192553,1288.07302647663,94.4535961619001,5086,153067,33.227279557318
2016,"10",3004,1961,1043,128637.511627912,1242.90343027712,107.664598936049,12142,308910,39.3059467158719
2016,"11",5628,4155,1473,122372.872222464,1302.68550046441,95.7714169009139,16585,368025,45.0648733102371
2016,"12",2859,1937,922,113595.855728724,1231.35927225508,95.7096768588773,5884,278697,21.1125344011597
2016,"13",22133,7785,14348,313934.130860872,3288.44480924557,94.5685346961466,138663,2019717,68.6546679559562
2016,"14",9806,5966,3840,173699.070245127,1692.01955151827,105.708181347132,22668,693679,32.6779389314078
2016,"15",1440,1030,410,99839.5289659078,1116.60068693093,95.0436238762138,2914,145969,19.9631428591002
2016,"16",3782,3485,297,115728.109094709,1064.3279402381,109.599414572575,11789,353288,33.3693756934852
2016,"17",10520,8224,2296,150660.493548208,1479.90409966778,108.993901718859,25749,642191,40.0955478977438
2016,"18",3364,2902,462,109312.743407098,1125.70010233748,96.7512164535191,10538,307110,34.313438181759
2016,"19",2252,1793,459,106914.182885104,1187.30552778238,92.6632102416526,6350,241535,26.2901856873745
2016,"21",6739,3504,3235,137576.042403028,1336.06001331754,104.880390815777,17675,533213,33.1481040409742
2016,"22",7816,6653,1163,117960.273212021,1256.11382869239,95.7984123476808,15641,598953,26.1139020924847
2016,"23",1213,1151,62,80754.0988512323,844.833675397554,98.8023576089246,2374,119502,19.8657763049991
2016,"24",4464,3964,500,143260.546773061,1418.53699925997,105.24356867566,10536,414789,25.4008664646362
2016,"25",5376,2691,2685,154900.607026652,1537.14687774617,104.615880534477,19210,538549,35.6699204714891
2016,"26",5612,3526,2086,199524.832932791,1999.2777895394,102.003957697902,23845,508006,46.9384219871419
2016,"27",5558,4867,691,159898.466758277,1650.63282795059,101.185751978659,19178,602825,31.8135445610252
2016,"28",4927,4144,783,149377.401920886,1527.3116681903,102.509473665078,13210,433929,30.4427682869778
2016,"29",12042,8675,3367,131695.027937079,1368.76298315011,99.0172996950683,28456,908249,31.3306152828134
2016,"2A",1482,489,993,193301.309031089,2396.76559935091,74.9354989304013,5736,154303,37.1736129563262
2016,"2B",1489,553,936,152647.376056147,2055.06701007798,72.7370783918744,5606,176152,31.8247876833644
2016,"30",8193,5151,3042,189718.407717718,1956.23862882883,98.2697957957958,33462,742006,45.0966703773285
2016,"31",16495,7530,8965,183849.719255533,1727.45392474849,109.143297907445,74667,1348183,55.3834308843829
2016,"32",1978,1740,238,155947.544916201,1352.49826815642,119.745612905028,4737,190664,24.8447530734696
2016,"33",22211,13884,8327,175196.560438247,1675.82742330677,109.484149203187,73549,1566679,46.9458006394418
2016,"34",17487,7920,9567,186615.166189024,1970.27126280488,94.7796870121951,67145,1132481,59.2901779367601
2016,"35",13153,7651,5502,145062.481424242,1507.62709121212,98.7902623636364,33056,1051779,31.4286556396353
2016,"36",2214,2038,176,90346.3076363636,973.268281818182,94.0584809090909,5724,223505,25.6101653206863
2016,"37",7084,4787,2297,145374.994382022,1477.03968876404,101.47649011236,20676,606223,34.1062612273041
2016,"38",14382,6775,7607,188662.008818565,1988.80066666667,98.9808875949367,55323,1252912,44.1555352650466
2016,"39",2611,1909,702,133101.321540404,1298.59744646465,107.709430025253,6839,260517,26.2516457659193
2016,"40",5740,4050,1690,158079.052666667,1553.34372333333,107.1692302,13862,405010,34.2263153996198
2016,"41",3503,3053,450,125367.21765625,1270.3124765625,99.957847109375,10768,332769,32.3587834203306
2016,"42",7342,4032,3310,145951.527218543,1471.63635695364,102.932185430464,30235,761997,39.6786339053828
2016,"43",2252,1818,434,105685.249339207,1152.92243480176,95.0930752863436,5256,227339,23.1196583076375
2016,"44",18551,11408,7143,166849.150096618,1805.35739082126,95.7757585507246,68428,1380852,49.5549124743274
2016,"45",7583,5402,2181,141870.148761905,1467.37165968254,100.734768857143,25069,674330,37.1761600403363
2016,"46",1857,1629,228,139280.329748201,1415.60975179856,99.761529676259,3974,173347,22.9251155197379
2016,"47",3803,3299,504,148285.60003268,1365.2390496732,110.27209496732,11198,332833,33.644500395093
2016,"48",553,477,76,107587.270178571,1342.38133125,82.9904207142857,1592,76422,20.8316976786789
2016,"49",8414,6233,2181,144172.785965909,1422.184075,104.656626761364,24483,810934,30.1911129635704
2016,"50",5461,4786,675,128175.245942721,1333.629275179,100.015475823389,11097,498362,22.266946516789
2016,"51",4900,2837,2063,165443.100729483,1481.01602917933,114.080617537994,23907,570883,41.8772322875265
2016,"52",771,610,161,100657.248679245,1012.04426415094,102.746017735849,5985,178084,33.6077356752993
2016,"53",3088,2641,447,107300.230519481,1112.7463017316,97.6735226406926,7456,307688,24.2323392527495
2016,"54",7910,4878,3032,134283.020144928,1251.00378364389,110.988826915114,27226,733821,37.1016910118408
2016,"55",1293,1134,159,98688.8224017467,924.94905720524,109.65470139738,5877,189055,31.0861918489328
2016,"56",9826,7248,2578,146122.408427419,1577.71078427419,94.7550083467742,20870,747548,27.9179397175834
2016,"58",2499,2143,356,84663.699430605,969.028048754448,87.9206608185053,6137,209161,29.3410339403617
2016,"59",28296,22244,6052,155710.59754717,1523.31915251572,103.981933286164,143880,2603723,55.2593344222869
2016,"60",8868,6970,1898,170416.52878882,1849.04082453416,97.1938616770186,34586,823542,41.9966437655882
2016,"61",2826,2549,277,112519.466393939,1191.38010848485,96.6972094848485,7248,285308,25.404124665274
2016,"62",14067,12151,1916,140917.015550122,1419.49600709046,102.52444809291,61905,1470725,42.0914854918493
2016,"63",7465,4642,2823,119042.990976744,1267.14464465116,95.4183675581395,23416,650700,35.9858613800523
2016,"64",8897,3683,5214,175817.119579646,1604.54912234513,115.895393252212,20816,673986,30.8849145234471
2016,"65",2938,1687,1251,136314.714373089,1391.89605107034,103.697097278287,7539,227829,33.0906074292562
2016,"66",7778,4342,3436,143006.357073171,1713.12764390244,85.3100909268293,24205,474369,51.0256783221501
2016,"69",21326,6124,15202,225884.53904943,2255.97163460076,101.864430380228,110508,1835903,60.1927226002681
2016,"70",1496,1286,210,113671.272752613,1076.82337038328,109.953124390244,6672,237242,28.1231822358604
2016,"71",5251,4115,1136,122825.134422701,1268.46420958904,99.4834956360078,15318,555023,27.5988562636143
2016,"72",6084,5059,1025,114594.105906433,1200.79622807018,96.7414788888889,19445,567561,34.2606345397235
2016,"73",6612,1987,4625,182651.050458015,2296.69940419847,86.6283849236641,17741,429681,41.2887700410304
2016,"74",11300,3839,7461,283947.568363636,3219.14737090909,92.5325386909091,29399,801416,36.6838196392385
2016,"75",28144,118,28026,441105.7,8244.506,52.86903,254710,2190327,116.288572436901
2016,"76",13208,9000,4208,152466.519557927,1590.03801692073,100.116121463415,48649,1255755,38.7408371855975
2016,"77",16379,10383,5996,207688.069092742,2213.62903427419,100.639098266129,62827,1397665,44.9514010868127
2016,"78",16132,7697,8435,301129.064031621,2943.56329644269,107.789191304348,58910,1431808,41.1437846415162
2016,"79",3880,3547,333,111130.793455285,1015.01666626016,110.579566219512,9558,374743,25.5054797554591
2016,"80",6092,5160,932,121501.980189274,1300.33141119874,96.4972929179811,22566,572744,39.3998016565865
2016,"81",4040,3354,686,152219.612198582,1389.04814503546,111.011365390071,12046,386448,31.1710760568045
2016,"82",2750,2212,538,148895.594530387,1369.43833812155,112.87824679558,8765,256897,34.1187324102656
2016,"83",16344,7100,9244,253499.238979592,2937.59208163265,88.554118707483,53489,1055821,50.6610495529072
2016,"84",6154,4051,2103,269972.417241379,2600.4645862069,102.337406551724,26340,559014,47.1186768131031
2016,"85",9161,7561,1600,129209.597937743,1391.79638599222,97.7046363424125,18235,670597,27.1921884529755
2016,"86",4708,3786,922,113055.645826772,1134.08403267717,101.433892322835,13122,436069,30.091568077529
2016,"87",4113,2966,1147,104520.204315789,1141.07616368421,94.2851403157895,10867,374978,28.9803668481884
2016,"88",3415,2543,872,101160.623333333,1042.49786612022,102.598159726776,11000,369641,29.7586036181051
2016,"89",3694,3195,499,108734.133578947,1191.41608026316,95.4871226842105,12835,340544,37.689696485623
2016,"90",1159,608,551,156982.627386364,1477.98088636364,107.651860681818,5341,144089,37.067368085003
2016,"91",13325,7245,6080,248844.020744681,2736.43422340426,97.3417792021277,56998,1287330,44.2761374317386
2016,"92",19251,2562,16689,398101.908333333,5437.67308333333,71.6221691666667,75223,1603268,46.9185438741371
2016,"93",12794,4383,8411,209860.2875,3310.748725,66.20537175,119128,1606660,74.146365752555
2016,"94",14551,3782,10769,273852.757446809,3985.17929787234,72.628944893617,72792,1378151,52.8185953498564
2016,"95",12608,6835,5773,244334.774860335,2758.5422122905,94.6787812290503,64762,1221923,53.000066288956
2017,"01",3908,2715,1193,194414.753909915,1885.20501261457,105.324372846767,18568,643350,28.8614284604026
2017,"02",2724,2515,209,118475.016620738,1182.70267506909,103.525276036084,18525,534490,34.6592078429905
2017,"03",2173,1671,502,99408.6472985344,1009.44743188762,98.421379966449,10837,337988,32.0632685184089
2017,"04",1167,703,464,155302.506020651,1927.51590443686,83.1097594273347,6529,163915,39.8316200469756
2017,"05",1429,498,931,159384.684196411,2075.03157659901,81.4073964095047,5545,141284,39.2471900569067
2017,"06",11775,1969,9806,247610.453443843,3190.77668861315,75.7168885777089,61505,1083310,56.7750690014862
2017,"07",1907,1518,389,154969.397018176,1766.39952439518,91.2646471670893,9377,325712,28.7892371174535
2017,"08",1210,1030,180,113276.48388929,1112.04435034063,107.30675165512,8770,273579,32.0565540483736
2017,"09",1124,961,163,117033.76208163,1311.20689365083,92.8720807567464,4874,153153,31.8243847655612
2017,"10",1822,1238,584,120326.540379412,1183.03688307292,104.825245973588,11538,310020,37.2169537449197
2017,"11",3372,2463,909,126397.535841177,1337.4623127919,96.6894245524296,16651,370260,44.9711013882137
2017,"12",1597,1117,480,112825.722591209,1205.91317737637,94.6784976533625,6055,279206,21.6864967085235
2017,"13",13019,4751,8268,328238.808544507,3356.69989304203,96.7172065311801,134874,2024162,66.6320185834928
2017,"14",5873,3543,2330,189979.396322649,1834.16088413675,105.704779649285,23093,694002,33.2751202446102
2017,"15",756,580,176,103699.205204128,1072.77667770878,98.9850631820464,2858,145143,19.6909255010576
2017,"16",2164,1976,188,121871.875783025,1121.97476665454,110.298554892075,11689,352335,33.1758127918033
2017,"17",6522,5157,1365,162359.924706437,1572.19859175776,109.357417477858,26339,644303,40.8798344878109
2017,"18",1948,1672,276,99763.2472691577,1113.63591562933,94.1171377772374,10238,304256,33.6492953302482
2017,"19",1429,1179,250,108683.373967193,1183.7374887527,95.0713551470456,6555,241464,27.1469038862936
2017,"21",3881,2104,1777,149798.658403698,1438.6119748833,105.578091752645,17840,533819,33.4195673065215
2017,"22",4370,3748,622,121792.142256633,1288.36504202397,96.3972324631429,15883,598814,26.5240959630202
2017,"23",661,629,32,80020.7025074925,888.206637806638,93.5439652939653,2574,118638,21.6962524654832
2017,"24",2695,2432,263,151263.631985863,1412.1175828508,108.92206541894,11074,413606,26.7742731004869
2017,"25",3132,1615,1517,172796.451156594,1689.18009671758,105.978955346443,18574,539067,34.4558283107666
2017,"26",3444,2280,1164,197767.616527302,1977.48891655803,101.826451992846,22112,511553,43.225237658659
2017,"27",3630,3225,405,161557.873749394,1639.62005639913,102.592934707104,18659,601843,31.003102137933
2017,"28",2799,2371,428,155970.624738624,1569.83335484641,103.79940759956,12879,433233,29.7276523256539
2017,"29",7119,5191,1928,136724.859603613,1402.68950999185,99.4247645124905,29386,909028,32.3268370171216
2017,"2A",933,321,612,207871.549302509,2732.39599833499,74.6702535676252,5406,157249,34.3785970022067
2017,"2B",916,284,632,144484.978743413,2083.63774811095,69.1686131860574,5620,177689,31.6282943795058
2017,"30",4873,3210,1663,197642.13273276,2005.97109226182,99.0142715734975,33527,744178,45.0523933790034
2017,"31",9657,4493,5164,195777.584669373,1822.28696622614,110.754830825979,75652,1362672,55.5173952352437
2017,"32",1215,1075,140,160662.838405831,1322.55176507463,124.538097256268,4931,191091,25.8044596553475
2017,"33",13323,8462,4861,195128.73941976,1829.3191683258,111.771103830231,78416,1583384,49.5243099589234
2017,"34",10308,4700,5608,194453.442567687,2057.82952900582,95.6456072906989,66669,1144892,58.2316934697771
2017,"35",8050,4711,3339,153867.025396554,1567.55225304356,100.474758327259,34783,1060199,32.8079917072172
2017,"36",1264,1155,109,85873.7622560868,959.42199434914,90.9830386654532,6308,222232,28.3847510709529
2017,"37",4321,2926,1395,150438.870702822,1526.51701845272,101.242252333678,22339,606511,36.831978315315
2017,"38",8504,4115,4389,201002.871783084,2098.13155721691,99.3049004840328,56935,1258722,45.2323864999579
2017,"39",1505,1122,383,134735.834084346,1342.23113675765,104.154046904075,7327,260188,28.1604070902578
2017,"40",3409,2457,952,178994.181755273,1693.88751969384,112.308514279256,13472,407444,33.0646665554039
2017,"41",2007,1741,266,131007.955861026,1298.99115907875,101.442375248831,11019,331915,33.1982585903017
2017,"42",4407,2486,1921,147518.731360858,1475.93851469426,101.583062819944,29558,762941,38.7421832094487
2017,"43",1251,1020,231,103536.203531335,1114.01465754723,94.7841376777774,5143,227283,22.6281772063903
2017,"44",11308,7002,4306,175144.849637408,1875.66738942126,97.6544321147697,71120,1394909,50.9854047826776
2017,"45",4264,3096,1168,146265.957632853,1510.43768187792,99.6653132311638,24290,678105,35.8204112932363
2017,"46",1108,963,145,140081.654013527,1431.47350010195,101.124959521167,4438,173828,25.5309846514946
2017,"47",2270,1973,297,151548.744229358,1382.48867687446,113.0600551057,11049,332842,33.1959308020022
2017,"48",358,312,46,110656.357753077,1415.24889538071,81.9309112324264,1646,76601,21.4879701309382
2017,"49",4956,3769,1187,152880.707205826,1455.86140279634,105.857954283752,23925,813493,29.4102100448314
2017,"50",3278,2888,390,128411.904042177,1374.59489460994,97.1322465744142,11771,496883,23.6896814743109
2017,"51",3153,1932,1221,157079.240382713,1485.47371453796,108.20335981086,23630,568895,41.536663180376
2017,"52",793,696,97,95184.493446209,904.091165440285,108.983605257313,5960,175640,33.9330448644956
2017,"53",1849,1594,255,112315.758152372,1123.53725777169,100.932312564195,7534,307445,24.5051960513263
2017,"54",4663,2897,1766,143522.711184004,1344.12299875484,111.18764918272,26788,733481,36.5217367593707
2017,"55",979,880,99,100958.813576976,940.314719900732,111.453866366635,5656,187187,30.2157735312816
2017,"56",5972,4412,1560,152104.55713155,1605.12158790741,96.5395476703153,22291,750863,29.687173292598
2017,"58",1412,1259,153,84121.6724585823,964.055068864069,89.1981303810498,6390,207182,30.8424477029858
2017,"59",15906,12385,3521,164893.953544245,1594.15174833211,104.191795346316,139000,2604361,53.372017166591
2017,"60",5062,4060,1002,177045.317652924,1870.26224588206,100.061382867626,33937,824503,41.1605536911327
2017,"61",1658,1531,127,113429.248034394,1171.25005760893,98.0243547273819,7755,283372,27.3668534647036
2017,"62",7971,6774,1197,145405.859708848,1428.49964553669,104.404564843981,58974,1468018,40.1725319444312
2017,"63",4177,2603,1574,124414.439122454,1333.10223242245,95.3808068803586,24972,653742,38.1985553934121
2017,"64",5155,2176,2979,182430.077581345,1677.6168899176,114.37928146627,22773,677309,33.6227630224905
2017,"65",1626,934,692,140635.792584659,1424.69441890418,105.222596915031,7789,228530,34.0830525532753
2017,"66",4691,2675,2016,156467.26651059,1818.4990754676,86.6935545427596,24533,474452,51.7080758432887
2017,"69",12404,3704,8700,242155.110217639,2390.5105529859,102.630823500512,114878,1843319,62.3212802558863
2017,"70",1221,1075,146,112151.664451219,1056.03915611434,109.804153604156,6568,236659,27.753011717281
2017,"71",3029,2335,694,129764.96184533,1280.60850430181,103.363822284302,15684,553595,28.3311807368202
2017,"72",3506,2890,616,120777.839836536,1242.84269093979,98.7768154593835,19020,566506,33.5742251626638
2017,"73",4045,1305,2740,196871.216887786,2402.6712904572,87.0720042633322,17466,431174,40.5080083678515
2017,"74",6561,2239,4322,300194.933445702,3319.02312426052,93.5977141622827,30399,807360,37.6523483947681
2017,"75",15829,64,15765,479740.084907448,8965.30797902584,52.880535725567,257472,2187526,117.700086764683
2017,"76",7814,5347,2467,159130.104973495,1626.97843115732,100.906777184125,49447,1254378,39.4195370135637
2017,"77",9438,6215,3223,217086.770623655,2310.02169335782,101.284447726897,63404,1403997,45.1596406545028
2017,"78",9228,4550,4678,315665.175110592,3005.25325414201,109.566923273645,56851,1438266,39.5274587593672
2017,"79",2421,2260,161,113675.990063571,1039.66872267803,110.607568358583,10693,374351,28.564101605178
2017,"80",3460,2885,575,132367.338874677,1405.1588862998,98.6549649420992,23355,572443,40.7988218914372
2017,"81",2329,1973,356,157209.063973375,1428.81402037181,111.841464074368,12086,387890,31.158318079868
2017,"82",1581,1268,313,156559.087622495,1507.6282070125,109.749116304058,8592,258349,33.2573379420861
2017,"83",9909,4476,5433,270758.989992094,3057.26702514854,89.4170467107085,52657,1058740,49.7355346921813
2017,"84",3404,2346,1058,270965.333114626,2618.23079108235,103.193357335319,25097,559479,44.8578052080596
2017,"85",5919,4941,978,135073.681618935,1443.15645215291,98.312830467309,18848,675247,27.912748964453
2017,"86",2813,2194,619,113313.09001565,1135.59081664853,101.674733109124,13746,436876,31.4643056611029
2017,"87",2385,1702,683,105200.559357762,1112.74364737971,97.4317793619554,10864,374426,29.0150790810467
2017,"88",2011,1466,545,107497.353812285,1048.60470201833,106.825756120391,11404,367673,31.0166914622504
2017,"89",2111,1851,260,113702.766955253,1210.37796709893,97.2642080547701,12866,338291,38.0323449337996
2017,"90",736,397,339,165722.956700451,1620.46895626803,106.197987334474,5373,142622,37.6730097740882
2017,"91",8016,4498,3518,254109.140992003,2846.93263062386,94.9322939424192,56099,1296130,43.2819238810922
2017,"92",10569,1415,9154,415363.107081122,5798.84230704198,70.9320109055502,73039,1609306,45.3854021547176
2017,"93",7359,2569,4790,223261.238578516,3481.00761405872,67.6666150440917,121586,1623111,74.9092329483319
2017,"94",8499,2288,6211,292152.593836212,4170.35769506673,73.9751851623334,72672,1387926,52.3601402380242
2017,"95",7314,4135,3179,265797.771275743,2932.46914334901,96.0069952793594,66278,1228618,53.945164404233
2018,"01",7595,5151,2444,197710.28626095,1903.06681875228,106.403916550975,19073,647634,29.4502759274529
2018,"02",5308,4885,423,121809.46379975,1191.60205580491,105.87216289272,20410,533316,38.2699937747977
2018,"03",4095,3167,928,103250.095546963,1055.38604338688,98.3752491390272,10895,337171,32.3129806537336
2018,"04",2340,1341,999,152987.676609652,1882.15525800027,82.7521417557837,6689,164068,40.769680864032
2018,"05",2915,968,1947,158606.4143434,1996.1560351763,80.8339388357183,5414,140698,38.4795803778305
2018,"06",23489,3793,19696,252417.178044312,3142.80920802845,76.3573457747425,60560,1086219,55.7530295456073
2018,"07",3648,2811,837,155512.916012513,1725.83952867576,92.6349779668291,9241,326606,28.294030115797
2018,"08",2566,2171,395,116825.497004356,1128.17732938413,108.33837176517,9042,271845,33.2616012801413
2018,"09",2105,1803,302,120662.444869047,1345.18982534076,93.7291417057835,4874,153066,31.8424731815034
2018,"10",3597,2448,1149,120698.57491975,1186.24825236456,104.238316725363,11735,310020,37.8523966195729
2018,"11",6712,4915,1797,132090.839490401,1333.90717772235,100.491254388789,15411,372806,41.3378540044956
2018,"12",3215,2212,1003,116286.507882522,1243.44748074561,95.8861021912662,5814,279274,20.8182645000967
2018,"13",25990,8984,17006,315279.272643608,3363.21868785223,92.9492933140583,132059,2034357,64.9143685203728
2018,"14",11355,6923,4432,178845.734411061,1735.29595348921,106.537907531083,23389,694056,33.6990098781655
2018,"15",1633,1143,490,95628.8322530066,1103.7169287865,89.3703193294404,3256,144765,22.4916243567161
2018,"16",4274,3894,380,118595.532393141,1098.98483920722,109.060766920163,11913,351778,33.8651081079544
2018,"17",12643,9859,2784,157701.078894519,1546.29729259825,108.402432650333,25415,646932,39.2854272164617
2018,"18",3567,3041,526,104219.063449902,1097.98988422382,95.2656024625292,10083,303408,33.2324790381269
2018,"19",2826,2294,532,110627.171998211,1184.16472540712,96.419217555818,6265,240583,26.0409089586546
2018,"21",7659,3983,3676,146717.112941272,1386.05423623015,107.721982222953,18072,533220,33.8922020929447
2018,"22",8696,7322,1374,124959.139086397,1306.45332676288,98.3476707469284,16051,599584,26.7702273576346
2018,"23",1304,1233,71,78880.6072456259,867.854057724857,94.7879087840542,2737,117503,23.2930223058135
2018,"24",5352,4745,607,151129.206050667,1414.81995950516,108.755537940958,10937,413418,26.4550648496195
2018,"25",6426,3293,3133,167270.772857851,1614.83039317928,109.272748791456,18643,541454,34.4313644372375
2018,"26",6655,4321,2334,201580.114544188,1977.53200027106,104.714683887582,21503,514732,41.7751373530303
2018,"27",6743,5933,810,163086.083656731,1669.08502840986,101.126092507556,18654,599962,31.0919691580467
2018,"28",5249,4353,896,157015.80228214,1575.56716156454,102.607346749618,12927,431997,29.9238189154091
2018,"29",13898,9826,4072,136561.990945455,1418.711212,98.3759422545454,29415,911735,32.2626640416349
2018,"2A",1850,610,1240,212590.085789474,2602.00831578947,78.8172050526316,5355,157853,33.9239672353392
2018,"2B",1815,654,1161,164865.068275862,2269.96826689655,74.7477356551724,5233,180701,28.9594412869879
2018,"30",10022,6347,3675,202187.241597633,2057.83482692308,98.3617219526627,32174,745458,43.1600438924795
2018,"31",18674,8640,10034,195890.8098778,1810.91694745418,110.064070549898,74489,1380672,53.9512643118713
2018,"32",2218,1960,258,164175.293361345,1372.12530392157,123.493668683473,4582,191283,23.9540366890942
2018,"33",23795,15045,8750,197919.170309478,1863.73109226306,111.986615319149,79553,1601845,49.6633569415268
2018,"34",20113,9378,10735,195906.860061728,2061.5879287037,96.0400832407407,64429,1159220,55.5796138782975
2018,"35",15130,8667,6463,155337.419,1591.58418060606,99.9492537575758,35286,1069228,33.0013804352299
2018,"36",2404,2177,227,96585.9650446429,1018.19739464286,93.2774092857143,6450,220595,29.2391033341644
2018,"37",8052,5311,2741,142386.939511278,1469.55422518797,99.5001739849624,22452,607760,36.9422140318547
2018,"38",16575,7909,8666,200827.01390593,2089.83442740286,99.45190599182,59208,1263563,46.8579722578138
2018,"39",2871,2113,758,135153.375833333,1314.21483833333,106.539569619048,8010,259746,30.8378184842115
2018,"40",6957,4871,2086,176115.265966667,1669.75126566667,110.814954666667,13142,410355,32.0259287689927
2018,"41",3913,3347,566,124348.070595238,1260.94321904762,101.634198492063,10023,330248,30.3499188488651
2018,"42",8606,4606,4000,150941.18807074,1481.22904565916,104.780841543408,29742,763441,38.9578238527928
2018,"43",2434,1894,540,107359.866327434,1125.08192389381,97.5011347345133,5712,227552,25.1019547180425
2018,"44",21803,13349,8454,179722.193883495,1923.74339223301,96.9787224271845,72978,1412502,51.6657675528955
2018,"45",8229,5828,2401,144475.200189274,1486.73107823344,100.763155205047,24299,678845,35.7946217472324
2018,"46",2093,1815,278,138508.650522648,1435.24659965157,100.316206062718,4794,173929,27.5629710974018
2018,"47",4411,3752,659,152060.286317568,1365.76219628378,112.932079087838,11786,331970,35.5032081212158
2018,"48",694,573,121,118863.032903226,1309.8230983871,90.4385991129032,1617,76520,21.131730266597
2018,"49",9809,7222,2587,152808.939306358,1441.50953410405,106.889950346821,23773,815883,29.1377562714262
2018,"50",6333,5498,835,131514.011674528,1367.98321084906,100.323210778302,11475,495983,23.1358736085713
2018,"51",6313,3855,2458,158188.41992,1469.0274882,110.56058572,23195,567462,40.874983699349
2018,"52",1516,1323,193,96095.2074380165,950.440630578512,104.47438214876,6205,174069,35.6467837466752
2018,"53",3573,3118,455,110996.83257384,1133.09060548523,99.350001350211,7629,307084,24.8433653332639
